id,posttypeid,acceptedanswerid,creationdate,score,viewcount,body,owneruserid,lasteditoruserid,lasteditordisplayname,lasteditdate,lastactivitydate,title,tags,answercount,commentcount,favoritecount,communityowneddate
176,1,207,2008-08-01T18:37:40.150,104,88771,"<p>On one Linux Server running Apache and PHP 5, we have multiple Virtual Hosts with separate log files. We cannot seem to separate the php <code>error_log</code> between virtual hosts.</p>

<p>Overriding this setting in the <code>&lt;Location&gt;</code> of the <code>httpd.conf</code> does not seem to do anything.</p>

<p>Is there a way to have separate php <code>error_logs</code> for each Virtual Host?</p>
",91,3919949,,2018-01-30T17:47:19.737,2018-05-31T07:14:38.090,error_log per Virtual Host?,<linux><apache><virtualhost>,11,0,19,
180,1,539,2008-08-01T18:42:19.343,66,15676,"<p>This is something I've pseudo-solved many times and have never quite found a solution for.</p>

<p>The problem is to come up with a way to generate <code>N</code> colors, that are as distinguishable as possible where <code>N</code> is a parameter.</p>
",2089740,5321363,,2018-05-30T13:53:46.533,2018-05-30T13:55:59.787,Function for creating color wheels,<algorithm><language-agnostic><colors><color-space>,8,1,23,
183,2,,2008-08-01T18:51:12.090,64,,"<p>Maybe this might help: <a href=""http://jsefa.sourceforge.net/quick-tutorial.html"" rel=""noreferrer"">JSefa</a></p>

<p>You can read CSV file with this tool and serialize it to XML.</p>
",86,395659,,2013-02-07T10:36:04.283,2013-02-07T10:36:04.283,,,,0,,
190,2,,2008-08-01T19:21:57.517,15,,"<p>I don't understand why you would want to do this. It sounds almost like cargo cult coding.</p>

<p>Converting a CSV file to XML doesn't add any value. Your program is already reading the CSV file, so arguing that you need XML doesn't work.</p>

<p>On the other hand, reading the CSV file, doing <em>something</em> with the values, and then serializing to XML does make sense (well, as much as using XML can make sense... ;)) but you would supposedly already have a means of serializing to XML.</p>
",55,,,,2008-08-01T19:21:57.517,,,,0,,
192,1,258,2008-08-01T19:23:13.117,59,2477,"<p>One of the fun parts of multi-cultural programming is number formats.</p>

<ul>
<li>Americans use 10,000.50</li>
<li>Germans use 10.000,50</li>
<li>French use 10 000,50</li>
</ul>

<p>My first approach would be to take the string, parse it backwards until I encounter a separator and use this as my decimal separator. There is an obvious flaw with that: 10.000 would be interpreted as 10.</p>

<p>Another approach: if the string contains 2 different non-numeric characters, use the last one as the decimal separator and discard the others. If I only have one, check if it occurs more than once and discards it if it does. If it only appears once, check if it has 3 digits after it. If yes, discard it, otherwise, use it as decimal separator.</p>

<p>The obvious ""best solution"" would be to detect the User's culture or Browser, but that does not work if you have a Frenchman using an en-US Windows/Browser.</p>

<p>Does the .net Framework contain some mythical black magic floating point parser that is better than <code>Double.(Try)Parse()</code> in trying to auto-detect the number format?</p>
",91,567854,Michael Stum,2019-01-20T13:48:20.567,2019-01-20T13:48:20.567,Floating Point Number parsing: Is there a Catch All algorithm?,<c#><.net><asp.net><internationalization><globalization>,4,0,,
194,1,197,2008-08-01T19:26:37.883,33,3630,"<p>Yes, I know.  The existence of a running copy of <code>SQL Server 6.5</code> in 2008 is absurd.</p>

<p>That stipulated, what is the best way to migrate from <code>6.5</code> to <code>2005</code>?  Is there any direct path?  Most of the documentation I've found deals with upgrading <code>6.5</code> to <code>7</code>.</p>

<p>Should I forget about the native <code>SQL Server</code> upgrade utilities, script out all of the objects and data, and try to recreate from scratch?</p>

<p>I was going to attempt the upgrade this weekend, but server issues pushed it back till next.  So, any ideas would be welcomed during the course of the week.</p>

<p><em>Update.  This is how I ended up doing it:</em></p>

<ul>
<li>Back up the database in question and Master on <code>6.5</code>.</li>
<li>Execute <code>SQL Server 2000</code>'s <code>instcat.sql</code> against <code>6.5</code>'s Master.  This allows <code>SQL Server 2000</code>'s OLEDB provider to connect to <code>6.5</code>.</li>
<li>Use <code>SQL Server 2000</code>'s standalone <code>""Import and Export Data""</code> to create a DTS package, using <code>OLEDB</code> to connect to 6.5.  This successfully copied all <code>6.5</code>'s tables to a new <code>2005</code> database (also using <code>OLEDB</code>).</li>
<li>Use <code>6.5</code>'s Enterprise Manager to script out all of the database's indexes and triggers to a .sql file.</li>
<li>Execute that .sql file against the new copy of the database, in 2005's Management Studio.</li>
<li>Use 6.5's Enterprise Manager to script out all of the stored procedures.</li>
<li>Execute that <code>.sql</code> file against the <code>2005</code> database.  Several dozen sprocs had issues making them incompatible with <code>2005</code>.  Mainly <code>non-ANSI joins</code> and <code>quoted identifier issues</code>.</li>
<li>Corrected all of those issues and re-executed the <code>.sql</code> file.</li>
<li>Recreated the <code>6.5</code>'s logins in <code>2005</code> and gave them appropriate permissions.</li>
</ul>

<p>There was a bit of rinse/repeat when correcting the stored procedures (there were hundreds of them to correct), but the upgrade went great otherwise.</p>

<p>Being able to use Management Studio instead of <code>Query Analyzer</code> and <code>Enterprise Manager 6.5</code> is such an amazing difference.  A few report queries that took 20-30 seconds on the <code>6.5 database</code> are now running in 1-2 seconds, without any modification, new indexes, or anything.  I didn't expect that kind of immediate improvement.</p>
",60,165216,Nigel Campbell,2012-06-12T05:35:46.927,2017-01-17T09:38:49.320,Upgrading SQL Server 6.5,<sql-server><migration>,4,0,2,
195,2,,2008-08-01T19:28:25.447,40,,"<p>This is one of the ""hard problems"" surrounding development. As far as I know there are no perfect solutions. </p>

<p>If you only need to store the database structure and not the data you can export the database as SQL queries. (in Enterprise Manager: Right click on database -> Generate SQL script. I recommend setting the ""create one file per object"" on the options tab) You can then commit these text files to svn and make use of svn's diff and logging functions. </p>

<p>I have this tied together with a Batch script that takes a couple parameters and sets up the database. I also added some additional queries that enter default data like user types and the admin user. (If you want more info on this, post something and I can put the script somewhere accessible)</p>

<p>If you need to keep all of the data as well, I recommend keeping a back up of the database and using Redgate (<a href=""http://www.red-gate.com/"" rel=""noreferrer"">http://www.red-gate.com/</a>) products to do the comparisons. They don't come cheap, but they are worth every penny.</p>
",80,,,,2008-08-01T19:28:25.447,,,,3,,
197,2,,2008-08-01T19:34:49.067,9,,"<p>Hey, I'm still stuck in that camp too. The third party application we have to support is FINALLY going to 2K5, so we're almost out of the wood. But I feel your pain 8^D</p>

<p>That said, from everything I heard from our DBA, the key is to convert the database to 8.0 format first, and then go to 2005. I believe they used the built in migration/upgrade tools for this. There are some big steps between 6.5 and 8.0 that are better solved there than going from 6.5 to 2005 directly.</p>

<p>Your BIGGEST pain, if you didn't know already, is that DTS is gone in favor of SSIS. There is a shell type module that will run your existing DTS packages, but you're going to want to manually recreate them all in SSIS. Ease of this will depend on the complexity of the packages themselves, but I've done a few at work so far and they've been pretty smooth.</p>
",71,,,,2008-08-01T19:34:49.067,,,,0,,
199,2,,2008-08-01T19:36:46.067,2,,"<p>I've read somewhere the human eye can't distinguish between less than 4 values apart. so This is something to keep in mind. The following algorithm does not compensate for this.</p>

<p>I'm not sure this is exactly what you want, but this is one way to randomly generate non-repeating color values:</p>

<p>(beware, inconsistent pseudo-code ahead)</p>

<pre><code>//colors entered as 0-255 [R, G, B]
colors = []; //holds final colors to be used
rand = new Random();

//assumes n is less than 16,777,216
randomGen(int n){
   while (len(colors) &lt; n){
      //generate a random number between 0,255 for each color
      newRed = rand.next(256);
      newGreen = rand.next(256);
      newBlue = rand.next(256);
      temp = [newRed, newGreen, newBlue];
      //only adds new colors to the array
      if temp not in colors {
         colors.append(temp);
      }
   }
}
</code></pre>

<p>One way you could optimize this for better visibility would be to compare the distance between each new color and all the colors in the array:</p>

<pre><code>for item in color{
   itemSq = (item[0]^2 + item[1]^2 + item[2]^2])^(.5);
   tempSq = (temp[0]^2 + temp[1]^2 + temp[2]^2])^(.5);
   dist = itemSq - tempSq;
   dist = abs(dist);
}
//NUMBER can be your chosen distance apart.
if dist &lt; NUMBER and temp not in colors {
   colors.append(temp);
}
</code></pre>

<p>But this approach would significantly slow down your algorithm.</p>

<p>Another way would be to scrap the randomness and systematically go through every 4 values and add a color to an array in the above example.</p>
",50,,,,2008-08-01T19:36:46.067,,,,0,,
206,2,,2008-08-01T19:52:14.227,11,,"<p>You can try turning Check-constraints off on the DataSet (it's in its properties), or altering the properties of that relationship, and change the key to a simple reference - up to you.</p>
",35,3787519,,2015-12-29T06:30:38.617,2015-12-29T06:30:38.617,,,,1,,
207,2,,2008-08-01T19:58:45.837,77,,"<p>To set the <em>Apache</em> (<em>not the PHP</em>) log, the easiest way to do this would be to do:</p>

<pre><code>&lt;VirtualHost IP:Port&gt;
   # Stuff,
   # More Stuff,
   ErrorLog /path/where/you/want/the/error.log
&lt;/VirtualHost&gt;
</code></pre>

<p>If there is no leading ""/"" it is assumed to be relative.</p>

<p><a href=""http://httpd.apache.org/docs/1.3/mod/core.html#errorlog"" rel=""noreferrer"">Apache Error Log Page</a></p>
",50,177002,,2011-03-31T09:31:50.077,2011-03-31T09:31:50.077,,,,4,,
210,2,,2008-08-01T20:02:08.357,27,,"<p>I don't know the ASP.NET side of the problem but .NET has a pretty powerful class: <a href=""http://msdn.microsoft.com/en-us/library/system.globalization.cultureinfo.aspx"" rel=""noreferrer"">System.Globalization.CultureInfo</a>. You can use the following code to parse a string containing a double value:</p>

<pre><code>double d = double.Parse(""100.20"", CultureInfo.CurrentCulture);
//  -- OR --
double d = double.Parse(""100.20"", CultureInfo.CurrentUICulture);
</code></pre>

<p>If ASP.NET somehow (i.e. using HTTP Request headers) passes current user's CultureInfo to either CultureInfo.CurrentCulture or CultureInfo.CurrentUICulture, these will work fine.</p>
",39,,,,2008-08-01T20:02:08.357,,,,0,,
