id,reputation,creationdate,displayname,lastaccessdate,websiteurl,location,aboutme,views,upvotes,downvotes,profileimageurl,accountid
622,279,2008-08-07T11:28:58.763,DanV,2014-05-02T20:35:36.510,http://www.danvarga.com,"Raleigh, NC",Mainframe developer.,88,2,0,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,480
623,323,2008-08-07T11:31:46.467,Gelu,2019-03-01T11:23:55.303,,,,76,32,0,,481
624,193,2008-08-07T11:42:08.533,Alan Hecht,2019-02-28T20:28:34.227,http://www.linkedin.com/in/alanghecht,United States,"<p>Software Developer living in Atlanta, GA</p>
",112,118,0,https://i.stack.imgur.com/57ol3.png,482
625,14570,2008-08-07T11:47:40.067,intrepion,2018-12-20T14:23:04.003,http://intrepion.com,"Portland, OR","<p>I've loved programming since I taught myself BASIC in 3rd grade.</p>
",1096,305,13,,483
626,1842,2008-08-07T11:52:05.957,Douglas Tosi,2018-01-12T16:44:17.287,http://www.sinatica.com,Brazil,"I'm the creator of Sinática and the renowned Sinática Monitor for Firebird.  
Besides computers, I enjoy trying new espressos.",296,154,3,,484
627,1381,2008-08-07T12:03:09.117,Donovan Woodside,2019-02-28T21:29:56.767,,United States,,107,40,0,,485
629,8,2008-08-07T12:05:42.137,PacketMonkey,2015-05-19T18:33:52.353,http://packetmonkey.org,,,56,0,0,,487
630,1280,2008-08-07T12:10:44.437,JoshL,2019-02-27T16:24:14.807,http://www.topthought.net,United States,"<p>I collect spores, molds, and fungus. Also write code.</p>
",162,11,0,https://i.stack.imgur.com/nyBRC.jpg,488
631,12134,2008-08-07T12:14:37.610,ageektrapped,2019-03-01T15:40:58.603,https://ageektrapped.com,"Ottawa, Canada","<p>Jason is an <strong>amazing developer-slash-genius</strong>. He currently specializes in designing and developing apps for iOS, with over 15 years mastering the craft of app development. He enjoys the deadlift, barbecue, Negroni cocktails, and writing about himself in the third person.</p>
",842,887,3,,489
632,17911,2008-08-07T12:15:08.857,Jake Pearson,2019-03-02T19:30:29.983,,"Boulder, CO","<p>Good times.</p>
",705,530,3,,490
633,869,2008-08-07T12:15:28.077,Corey McKinnon,2019-03-01T21:36:42.420,http://blog.coreymckinnon.com/,"Herriman, UT","<p>I'm a C# developer for a direct sales company called <a href=""http://www.stampinup.com/"" rel=""nofollow"">Stampin' Up!</a> located in Riverton, UT.</p>
",89,25,1,,491
634,731,2008-08-07T12:15:58.840,C Hogg,2010-03-08T16:41:04.410,http://abstractabsurd.blogspot.com,"Portland, OR",Math & functional programming nerd.  Working on my PhD at Portland State.,89,44,1,,492
635,6947,2008-08-07T12:16:06.923,rupello,2019-03-01T21:56:07.927,,,"<p>I am a software developer working in the mobile communications industry.</p>
",495,63,1,,493
636,12419,2008-08-07T12:32:33.520,Brian Lyttle,2019-02-27T02:10:23.363,http://www.brianlyttle.com,United States,"<p>Northern Irish expatriate living and working near Philadelphia. I'm an Escalation Engineer at <a href=""https://www.yammer.com"" rel=""nofollow noreferrer"">Yammer</a> which is part of the Microsoft Office Division.</p>
",1433,419,197,https://i.stack.imgur.com/GptWw.jpg?s=128&g=1,494
637,3650,2008-08-07T12:33:15.780,tbreffni,2019-02-07T17:15:03.110,http://tiarnan.com,,,422,132,6,https://www.gravatar.com/avatar/a08aa69a22710ff93067925e85d4cf30?s=256&d=identicon&r=PG,495
639,170,2008-08-07T12:45:10.250,Rich Bruchal,2018-08-30T19:14:56.747,http://rich.bruchal.com,United States,"<p>CT based software developer, specializing in Cocoa, iOS, Android &amp; other mobile platforms. Yankees fan.  Martha's Vineyard lover.</p>
",102,43,0,,496
644,353,2008-08-07T12:54:56.703,esarjeant,2019-02-19T05:20:11.220,http://micromux.com,"Naples, FL",,49,18,0,,497
645,7615,2008-08-07T12:58:41.063,Joel Lucsy,2019-03-02T07:02:24.653,http://lucsy.net,"Flint, MI","Just another developer, developer, developer.",396,132,6,,498
646,1741,2008-08-07T13:12:40.677,Luke Foust,2019-02-28T18:36:27.363,http://blog.spontaneouspublicity.com,"Duvall, Washington United States","<p>Although I currently work mainly on the Microsoft .net stack, I have experience with Java, Perl, PHP and many others in the past.</p>
",278,300,8,https://graph.facebook.com/558081755/picture?type=large,499
648,7584,2008-08-07T13:22:00.173,RedWolves,2018-09-15T21:34:34.363,http://ralphwhitbeck.com,"Rochester, NY","<p>Developer Advocate for <a href=""http://developer.atlassian.com"" rel=""nofollow noreferrer"">Atlassian's Ecosystem platform</a> and <a href=""http://marketplace.atlassian.com"" rel=""nofollow noreferrer"">Atlassian Marketplace</a></p>

<p>Follow me on twitter <a href=""http://twitter.com/redwolves"" rel=""nofollow noreferrer"">@RedWolves</a></p>
",830,330,18,,500
649,1705,2008-08-07T13:33:31.460,beno,2019-03-01T21:33:46.387,http://chrisbenoit.ca,"Hamilton, Canada","<p>let's setup a weekly sync meeting</p>
",109,443,0,,501
650,2836,2008-08-07T13:45:44.963,Jim Fiorato,2016-10-17T12:01:15.620,http://www.writebetterbits.com,"Wheaton, Illinois United States","<p>I'm very important. I have many leather-bound books and my apartment smells of rich mahogany.</p>
",154,71,9,,502
652,38,2008-08-07T14:14:43.453,Mike,2016-08-25T15:35:40.827,,United States,,44,5,0,,503
653,4165,2008-08-07T14:31:07.180,Ricky,2019-02-26T03:49:43.760,http://rickyrosario.com/,"South Florida, Florida United States","<p>Engineer at Mozilla</p>
",487,336,19,,504
654,445,2008-08-07T14:41:00.467,Nicholas,2018-09-16T19:41:25.870,,"Vista, CA, United States",,54,277,38,,505
655,4340,2008-08-07T14:44:51.443,MattBelanger,2019-03-02T20:42:12.113,,"Bowmanville, ON, Canada","<p>Technology and software development leader, focused on SaaS software and web development.</p>
",340,376,26,,506
657,2120,2008-08-07T15:05:02.603,Justin Yost,2018-09-02T02:45:25.863,https://justinyost.com/,United States,"<p>Justin is a Senior Software Engineer with Wirecutter working on building out a REST API and client app that powers the product database. Justin relishes programming, learning more about everything and anything, teaching and dislikes the Oxford comma. He is a course author for LinkedIn Learning covering topics such as; PHP, CakePHP, Ember.js, Unit Testing and REST APIs and gives talks regularly at the local PHP Meetup. In what time is left over from all that, he backpacks on occasion and enjoys a good book.</p>
",446,1143,21,,507
658,59259,2008-08-07T15:07:47.713,Kyle Cronin,2019-03-02T14:40:15.903,,,"<p><img src=""http://media.podcast.askdifferent.net/tracking/profile.gif"" alt=""""></p>
",9366,658,47,,508
659,356,2008-08-07T15:08:33.517,Brock D,2017-09-05T23:11:37.217,http://www.twitter.com/healplz,"Richmond, VA","<p>Software Developer in Richmond, VA</p>
",70,220,3,,509
660,916,2008-08-07T15:30:03.537,codemac,2013-12-08T07:23:08.173,http://codemac.net,United States,An entire view of myself fits in this box.,82,6,0,,510
661,58,2008-08-07T15:33:59.190,chesterbestertester,2019-03-02T16:12:42.537,,"West Hills, CA","Long time IT manager (VP level) in the entertainment industry.  Currently running Data Warehouse and reporting applications for Universal Music Group.  Dabble in development for work and pleasure.  Always interested in discussion on teams, team work and software development",14,2,0,,511
666,1159,2008-08-07T15:47:58.833,alexp206,2018-05-21T17:07:59.927,http://palilonis.net,"Jersey, AR","I live in NJ, I work in a Library, I drive a Mini, I like to be underwater.",657,65,3,,513
667,1818,2008-08-07T16:00:54.003,Evan,2017-08-22T22:27:10.723,http://www.twitter.com/EvanADeVries,United States,I'm currently employeed as a asp.net/c# developer. ,170,273,9,,514
668,108,2008-08-07T16:05:06.820,Fajar,2017-06-01T03:50:14.643,http://akatsuki7.blogspot.com,Idaho,,61,136,0,,515
669,424,2008-08-07T16:11:17.027,quekshuy,2019-02-28T06:46:29.687,,,,72,19,0,,516
670,180,2008-08-07T16:12:08.367,Andy,2018-08-30T16:50:51.637,,United States,,61,22,0,,517
